text,label,label_id,pred_label,pred_label_id,prob_negative,prob_positive,confidence,error_type,note
"I must say I was disappointed with this film. Although it is well acted and directed, the underlying story simply plods along too slowly.<br /><br />Granted, in another mood I would have liked it better. I did chuckle a lot, but rarely laughed out loud; and there was actually a sense of suspense to discover who won. But in contrast to another movie that my wife picked up the same day (one neither of us had heard of before) this one paled in comparison.<br /><br />If you see lots of movies, then by all means see this -- it's distinctly better than your average fare. But if you (like me) have limited time and want to watch only the best and most entertaining, save this for later.<br /><br />[Rate: 7/10]",negative,0,positive,1,0.0006056215497665107,0.999394416809082,0.999394416809082,false_positive,
"Do-It-Yourself indie horror auteur Todd Sheets returns with another entertainingly atrocious nickel'n'dime shot-on-video clunker that's basically just a feeble excuse to sling around a lot of watery blood and gleaming guts as often as possible. An evil demonic scarecrow resurrects the dead as ravenous rot-faced zombies so they can feast on the living. A bunch of bickering college kids, a trio of dangerous escaped convicts led by the vicious Slade (Byron Nichodemus hamming it up to an outrageous degree), two equally savage sleazeball hoodlums, and a trio of hottie sisters all have to do their best to survive this harrowing ordeal. That's it for the needlessly muddled and convoluted plot, but fortunately what this hilariously horrendous hoot lacks in narrative coherence (plenty) it more than compensates for with a pleasing plethora of gloriously gross'n'graphic gore. Disgusting highlights include a woman having her fingers chopped off, a fatal gunshot to a young gal's groin, attempted necrophiliac rape, evisceration, and, of course, more repulsive entrail eating than you can shake a pile of moist intestines at. Moreover, we've also got rough, grainy cinematography that constantly alternates between washed-out color and grimy black and white, ineptly staged fight scenes, lousy acting from a uniformly pathetic no-name cast (Jerry Angell in particular cops the top crummy thespic dishonors for his laughably abysmal histrionics as slimy no-count psycho criminal Joe Bob), a grating head-banging thrash metal soundtrack, and a generic shivery'n'ominous synthesizer score. Let's not forget the ridiculous ending in which several of our survivors stumble across a few vials of flesh-eating bacteria to use on the shambling undead hordes. Sure, this flick is pure dreck, but it has a certain endearingly abominable quality to it that in turn makes it a great deal of so-awful-it's-awesome Grade Z fun for hardcore aficionados of bad fright fare.",positive,1,negative,0,0.999270498752594,0.0007295046816579998,0.999270498752594,false_negative,
"Pulling in 2.6 million viewers, one has to wonder what everyone's opinions on the storyline/plot is.<br /><br />Reading the run down over at lifetime, I was led to believe that this would be an edge-of-your-seat thriller about a single mother being stalked and finally confronting the stalker. Sadly I was mistaken. While the main plot is interesting enough - Single mother run off road one night, then is stalked by same guy, the reasoning behind the stalking left nothing but a really bad taste in my mouth.<br /><br />Laura Leighton plays the victim, and she does it well. Whether it was all those years on Melrose Place or not, she does well in this movie, playing a mother who would do anything to protect her son from harm, and she's looking pretty good too these days.<br /><br />Leighton is really the only good thing about this movie. I think many people will identify with the main character, after discovering why the stalker is stalking, it will be a view-only-once type of movie.",positive,1,negative,0,0.9992433786392212,0.000756622466724366,0.9992433786392212,false_negative,
"I enjoyed the beautiful scenery in this movie the first time I saw it when I was 9 . Dunderklumpen is kind of cute for kiddies in a corny way. It reminded me of HRPUFFINSTUFF on sat mornings, Its Swedish backdrops make it easy on the eyes . Don't expect older kids to be interested as the live action/animation is way behind the times and most older kids will get bored.This is definitely an under 10 age set movie and a nice bit of memories for those of us who were little kids in 1974.",negative,0,positive,1,0.000771428516600281,0.9992285966873169,0.9992285966873169,false_positive,
"After seeing Undisputed 2, I knew what to expect from Isaac Florentine.<br /><br />The Shepherd: Border Patrol is a decent flick (not Van Damme's best, but definitely not his worst.) There is some bad acting from VD's supporting cast, but it makes sense.<br /><br />The storyline and plot has all been done before, so it's nothing new. I mean this is Van Damme. We don't really expect much of an amazing plot do we? So lets talk about what we all want to watch this movie for anyway: the fighting.<br /><br />Without giving anything away, I thought the way the fights were filmed and shot were well done, way better than a few of VD's recent movies such as Second in Command, in which the entire end fight is HORRIBLE. With Florentine behind the camera, and if you've seen Undisputed 2, he seems to know how to photograph fights and enjoys it. A few of the fights in The Shepherd reminded me of VD's older stuff which is what we all want to see. The fights were good, and i said ""hah, awesome"" out loud a few times. But I was hoping for just a bit more considering how good I thought Undisputed 2 was.<br /><br />Something I found intriguing was VD's daughter in the film, I thought ""wow she's kinda hot"" come to find out, its Bianca Van Varenberg, JC's real life daughter. I have never seen her before so that was a nice treat.<br /><br />All in all, this movie is not half bad. Yeah the story has been done before but at least JC was attempting to make a good movie. Next time though, add more hand to hand combat! I think He still has what it takes to do another big budget movie...his acting has improved since he's been doing DTV's and he really is in great shape at 47. I don't know about you but I'm one of the ones who thinks that most of his DTV's are actually good with the exception of Derailed. All he needs to do is get back into ""bloodsport"" shape, and make a martial arts movie...and I think people would respond well even though he's not jet Li. This movie is definitely worth the rental. =)",positive,1,negative,0,0.9992282390594482,0.0007718116394244134,0.9992282390594482,false_negative,
"Yes,the movie is not a piece of art but the first time I watched it I was 10 years old,my parents were out and I stayed home with my two brothers.It was May 1970(I know that because I found a note about the cycle of horror movies that one network had).It's one of the most vivid memories I have with the guys.We ended all in one bed and covered up to the head! Our very first horror movie! We kept talking about it for years and laughing about the moment.Those were horror movies.Nowadays horror movies are always the same.Or was it better when we were kids enjoying without analyzing the plot and the cast and the dialogs? Most sure it was that.But for me this is a great movie!",negative,0,positive,1,0.0007782447501085699,0.9992218017578125,0.9992218017578125,false_positive,
"Despite some really scenic locations in the orient and some sporadically energetic music by Franco Micalizzi, this film doesn't quite reach the level of Joe D'Amato's similar efforts while staying just about as trashy. The author of the original book ""Emmanuelle: The Joys of a Woman"", Emmanuelle Arsan, directed and had a smallish role in this film, which mostly pornographically showcases a very young Annie Belle as she gets in a variety of oddball sexual situations. Her boyfriend, played by ZOMBIE's Al Cliver actually approves of her sleeping around and even persuades her to continue her practices even after the two of them are married! Orso Maria Guerrini drops by as a professor who is oh so usually married simultaneously to two women, one of whom is played by Arsan herself. Despite beginning promisingly and having a few hilarious lines of dialog like ""can you see me with the naked eye?"" ... ""I can see you better naked!"", the film shambles along plotlessly up until the less-than-spectacular finale. Much like D'Amato's EMANUELLE AND THE LAST CANNIBALS, the main characters are all in search of some lost tribe, but don't get your hopes up, there's no violence at all in this film, and not much sex either for that matter. Just a lot of nudity and silly dialog. I couldn't help but find some appreciation for this little film, if only for the completely cornball logic the film goes by.",positive,1,negative,0,0.9992178678512573,0.000782105082180351,0.9992178678512573,false_negative,
"Ok, when I rented this several years ago I had the worst expectations. Yes, the acting isn't great, and the picture itself looks dated, but as I sat there, a strange thing happened. I started to like it. The action is great and there are few scenes that make you jump. Brion James, maybe one of the greatest B-grade actors next to Bruce Campbell, is great as always. The story isn't bad either. Now I wouldn't rush out and buy it, but you won't waste your time at least watching this good b-grade post apocalyptic western.",positive,1,negative,0,0.9991812109947205,0.0008188304491341114,0.9991812109947205,false_negative,
"This movie literally had me rolling on the floor (well at least on the couch) laughing. I didn't think I would like it, but it came on cable TV one afternoon, and I watched the whole thing and thoroughly enjoyed myself. Since then, I've also seen Black Sheep, which was pretty good, but not as non-stop-funny as Tommy Boy.",positive,1,negative,0,0.9991624355316162,0.0008375495090149343,0.9991624355316162,false_negative,
"Another direct to video movie from Disney, that is essentially perfect for the kids. The problem with Kronk's New Groove I find is that everything that made the first movie a fun great ride is replaced with a more sad and sombre film. In this movie, Kronk learns a great deal of lessons at many others' expenses. It takes away much time that could be spent at creating a more enjoyable film.<br /><br />Kronk's New Groove deals with two stories: Yzma returns for payback and one Ms. Birdwell hopes to defeat Kronk's camp counseling championship. This all leads up to Kronk confronting his father and his disapproval over his son's direction in life.<br /><br />From Lord of the Rings to Michael Jackson's Thriller, Kronk's New Groove recycles every bit of time that it allows to entertain its viewers. If you loved the original, or are looking forward to the upcoming TV series about Kuzco, I recommend Kronk to his loyal fans.",negative,0,positive,1,0.0008613308891654015,0.999138593673706,0.999138593673706,false_positive,
"The brilliant Australian comic genius Barry Humphries had a rare failure with this uneven, and occasionally distasteful comedy, which was snatched back from release after only a few days. Drunken, lecherous Australian diplomat Sir Les Patterson accidentally sets an Arab potentate on fire at the UN and is posted to his tiny country as punishment, arriving just as a palace coup puts a new leader (American soap star Thaao Penghlis) on the throne. Sir Les, with the reluctant help of Dame Edna Everage (Both played by Humphries) almost accidentally foils a scheme by the new leader to release a deadly, disgusting, AIDS-like virus on the Western World. Joan Rivers has a cameo as the female President of the United States, her desk plate reading ""President Rivers""! Extreme bad taste mingles with slapstick and Humphries' usual scathing satire in a film which is more enjoyable in it's many funny parts, than taken together as a whole. Dame Edna's TV fans may be puzzled by the presence of a different Madge Allsop, sadly, one who lacks Emily Perry's wonderful drab comedy magic in the role. The film was written By Humphries & his third wife, Diane Millstead, and directed by the Mad Max man himself, George Miller. For die-hard Humphries fans like myself, essential. All others, beware.",negative,0,positive,1,0.0009143910720013082,0.9990856647491455,0.9990856647491455,false_positive,
"Golden Boy is ecchi humor (bordering on hentai) in the guise of ""educational moments."" The main character, Kintaro, wanders around getting himself into the silliest situations involving women... It's just that he's shy on the surface but analyses everything until he can learn something from it. The most striking feature of the series are the circumstances surrounding his ""education"", which are outright embarrassing, yet funny at the same time.",positive,1,negative,0,0.9990410208702087,0.0009590033441781998,0.9990410208702087,false_negative,
"When the movie first started I thought cheesy. The first ten minutes were really boring. After the slow beginning and some of the soap opera antics, I started liking it. The plot was different than anything I had ever seen. Now, was it a horror? Not really. It shouldn't have been classied as a horror or the producers should have put more money into the movie to make it scary. As it was, the creatures where only there for a short time. I can only assume this was for money reason.<br /><br />The good side was that the movie was very entertaining. It held my interest (after the start) and did make me wonder about creatures from another dimension.<br /><br />It was obvious that this was a first time movie for the director, but there were a couple of highlights. By the end, I was hooked. Too bad Hollywood didn't put more money behind this.",positive,1,negative,0,0.9990273714065552,0.0009726384887471795,0.9990273714065552,false_negative,
"I finally rented this video after searching for it for many months. Initially I only wanted to see it because I'm an out and out Neil Pearson fan (Patrick, boyfriend of Isobel, the lead). However, the movie stands up very well without Neil (although he handles himself very well in this movie, he is overshadowed by the three main female characters). It's an eerie, intense movie, the sort the Brits do so well - definitely a ""chick flick"" the house and it's isolated setting giving the movie an almost ""Wuthering Heights"" aura. The movie is full of tension and the ending, shocking, yet somehow inevitable. I'm glad I watched it, it was worth the wait",negative,0,positive,1,0.000978406285867095,0.9990215301513672,0.9990215301513672,false_positive,
"Opera (the U.S. title is terror at the opera) is somewhat of a letdown after some of Dario's other movies like Phenomena, Tenebre, and Suspiria. (i still can't find Inferno anywhere.) it's one of those movies that has a great first half but midway through it's like someone started slowly letting the air out of the screenplay and logic.<br /><br />the basic plot involves a beautiful opera singer who is being stalked by a deranged obsessed fan. this killer begins killing people close to her in a most unique fashion. he binds and gags her and tape tiny sharp pins under her eyelids so if she tries to close her eyes she'll gouge out her eyes. this forces her to watch while the killer murders her acquaintances in typically brutal and gory Argento fashion.<br /><br />unfortunately, about midway through the film becomes sluggish and illogical. (this is especially directed towards the killer's motivations. i still haven't completely figured out why he's such a nut.) the ending especially come out of left field in the worst possible sense.<br /><br />but, for about the first hour or so this is some of Dario's best filmmaking and the camera work is breathtaking. too bad it couldn't maintain it through to the end.<br /><br />rating:7",positive,1,negative,0,0.9990110397338867,0.000988894491456449,0.9990110397338867,false_negative,
"Well, I must say, I initially found this short to be quite average, but having watched it nearly 5 times since (its constantly shown on IFC), I've developed an enjoyment of the simple plot elements and reality of the situations presented. Sofia Coppola contributes a solid addition to the category.",negative,0,positive,1,0.0010217216331511736,0.9989782571792603,0.9989782571792603,false_positive,
"""Comanche Moon"" had everything going for it. For starters, Simon Wincer's back, a man who's name is synonymous with high-quality TV westerns. Unfortunately, the problems with ""Moon"" are something even the most talented director couldn't solve: A poor script based on a lackluster novel.<br /><br />Forget historical accuracies -- as any reader of the novels can tell you, the biggest travesty in ""Moon"" is that it's not even consistent with information from the original ""Lonesome Dove"" masterpiece. So many wonderful, rich moments in the miniseries and, to an even greater degree, the book, are completely missing in ""Moon."" Considering the fact that most viewers of ""Moon"" are probably coming with at least some sort of ""Dove"" background, the lack of character-driven and emotional backstory is downright painful. <br /><br />That said, ""Moon"" is one instance where the adapted version could and should have been altered to make it more suitable for the screen. For example, the novel ""Moon"" focuses largely on the Comanches themselves. To its credit, the miniseries tries to service the Comanches, but in the end it gives them just enough that the viewer just gets a sense they're missing out on some important part of the story. Similarly, Val Kilmer's Scull loses out here too -- the role should have either been expanded so Kilmer (and Rachel Griffiths, for that matter) actually had something to do, or the roles should have just been reduced to smaller, supporting parts. Instead, Kilmer gets top billing for a character that just leaves you scratching your head after his appearance in the completely bizarre final act. <br /><br />There's strange moments throughout the film that just make no sense to those who haven't read the book (a killer parrot? what?) -- further, there isn't a single scene that shows us that Call and McCrae are anything near the amazing Texas rangers they claim to be. Not a single one of their expeditions in Moon (or ""Dead Man's Walk,"" for that matter) ends successfully, and Call and McCrae just seem to blunder their way through one pointless mission after another.<br /><br />Frankly, Larry McMurtry should never have been given the job of writing the script, and only did so because of the praise surrounding that other cowboy movie, Brokeback Mountain. McMurtry can write good novels (although there's some dissension over the consistency of that statement), but he's never exactly established himself as a scriptwriter. This production would have benefited from not only bringing back director Wincer, but original screenwriter Bill Wittcliff to adapt the novel to screen. Witcliff doesn't exactly have a mountainload of material to his screen writing credit, but no one can deny he did a fantastic job at whittling down the original ""Lonesome Dove."" With all this said, ""Comanche Moon"" is almost a brilliant production, aided by a terrific cast that unfortunately just aren't given enough to do. Steve Zahn's portrayal of Gus McCrae -- or rather, his portrayal of Robert Duvall as Gus McCrae -- is dead-on. And while some have criticized Karl Urban as Woodrow Call, saying his performance doesn't imitate the quiet, stoic Woodrow of the original movie, all I can say is: blame McMurtry, because McMurtry is the one who -- both in the ""Moon"" novel and now the miniseries -- turned Woodrow from socially inept, awkward, but natural leader, into some emotionless character whose lines are just dull and whose character motivations are only clear if you've seen them portrayed far more adequately in the ""sequel"".<br /><br />Still, it's the cast that sparkles in ""Moon,"" to the degree that I left the miniseries with that same feeling of melancholy I felt watching the original ""Lonesome Dove"" -- this time because I realized it's probably the last time we'll see these characters appear on screen for a long, long time to come -- and quite honestly, this cast could have done so well in a well-nurtured, full-blown network TV series.<br /><br />All in all, aside from wasted opportunities with the cast, the biggest travesty is that the original Lonesome Dove novel contained so much rich backstory for the characters that would have been fascinating, utterly fascinating, to see translated on screen. Unfortunately, all that has been tossed aside in favor of McMurtry's tedious, inconsistent and ultimately irrelevant, prequel.",positive,1,negative,0,0.9989778995513916,0.0010220813564956188,0.9989778995513916,false_negative,
"This movie changed my life! Hogan's performance was nothing short of incredible, and I still haven't recovered from his exclusion from the 1990 Oscar nominations. And as brightly as the Hulkster shines in this movie, you can't discount the brilliant writing and direction that vaults this masterpiece in to the highest strata of achievement in film. If you haven't seen this movie, drop what your doing right now and get yourself a copy. I guarantee it will blow your mind. And if you don't like it, then I just have one question for you.... Watcha gonna do when the 24 inch pythons and Hulkamania runs wild on you!!!!",negative,0,positive,1,0.0010531226871535182,0.9989468455314636,0.9989468455314636,false_positive,
"Yes, it might be not historically accurate(actually only 6 soldiers of 9th rota were killed there), and yes, it has some mistakes and exaggeration(bended machine gun? come on! or the that ""history lesson"" about how Afghanistan was never conquered by anyone - educated Russian officer would know history much better than that - take for example British campaign in Afghanistan). And yes, it does not have multi-million dollars Hollywood-style special effects, but it's strongest point in showing soldier's life there, their relationships and their feelings when the best friends are being killed in front of their eyes. In my opinion 9ya rota really does a good job showing all those things.<br /><br />Again, movie has it weaknesses, but, in my opinion, it appears to be one of the strongest Russian movie for the past few years.<br /><br />8/10",negative,0,positive,1,0.0010535818291828036,0.998946487903595,0.998946487903595,false_positive,
"This was one of the worst Columbo episodes that I have seen, However, I am only in the second season.<br /><br />The typical Columbo activities are both amusing and irritating. His cigar ashes causing him trouble have been seen before, And the bit where he always identifies in some way with the murderer--in this case cooking ,Tho the scene on the TV cooking show distracted from the main theme.<br /><br />Also not explained was why the brother at the beginning of the show was cutting part of the wires of the mixer. The reason was never explained ,nor did it serve any purpose. But the part I disliked the most was the death of the bride to be . This was never explained and it is the main reason why I give this episode such a low grade.",positive,1,negative,0,0.9989308714866638,0.0010691682109609246,0.9989308714866638,false_negative,
"A quick glance at the premise of this film would seem to indicate just another dumb '80's inbred/backwood slash-fest; the type where sex equals death and the actors are all annoying stereotypes you actually want to die. However, ""JBD"" delivers considerably more.<br /><br />Rather than focus on bare flesh and gore (though there is a little of each- no sex however), the flick focuses on delivering impending dread/mounting tension amidst a lovely scenic backdrop. These feelings are further heightened by a cast of realistically likable characters and antagonists that are more amoral than cardboard definitions of evil. Oh yeah- George Kennedy is here too and when is that not a good thing? <br /><br />If you liked ""Wrong Turn"", then watch this to see where much of its' methodology came from.",positive,1,negative,0,0.9988269209861755,0.0011730894912034273,0.9988269209861755,false_negative,
"What is your freaking problem? Do you have nothing better to do than sit on your fat asses and blog about about how you find something in bad taste? Here's an idea:Go outside. That's right: Walk outside your mom's basement that you've been living in for 13 years and GO OUTSIDE. ""But I can't leave! Star Trek is on in 30 minutes and I still haven't married that avatar on World Of Warcraft!"" Oh my God, in that case, stay inside! Alright, I might have gone overboard there. I mean, Star Trek is okay but I don't really watch it that much anymore. Either way, do you really have to write crap about Mind of Mencia. It's A GOOD SHOW. Maybe you're just venting your anger because that girl dumped you on World of Warcraft. Or you're constipated. Try putting fiber in your diet.",positive,1,negative,0,0.9987609386444092,0.0012391047785058618,0.9987609386444092,false_negative,
"A kooky, but funny bit of diversion. You kind of have to see it from the beginning to follow what's happening, but each report to earth has it's own little joke. Pretty good special effects for a very low budget sci-fi t.v. show. It's fun to watch. Sort of in the vein of Red Dwarf, but even more low budget. For someone who's just coming in in the middle of one of the episodes, what you have to realize is that these guys are all incompetent, because they've been moved up the ladder of command, because the other officers died. Also, the main guys are from the laundry corps, which is why they have laundry in everything. If you like Red Dwarf, you'll probably like this. Slightly different t.v. concept, in that all you see is the Commander's report each day.<br /><br />It would be better if this were explained more, not just in the very beginning of the first episode, but then it was pretty hard to figure out what had happened in Red Dwarf too, if you hadn't been told.",positive,1,negative,0,0.9987516403198242,0.0012484043836593628,0.9987516403198242,false_negative,
"There is no denying that this is a bad movie. The acting isn't great, likewise the script, acting and direction. Still, I cannot wait until its 2/23/99 video release from Anchor Bay. Everyone knows there are several bad movies out there that have a tremendous appeal to them. This one tops my list.",positive,1,negative,0,0.9987428784370422,0.0012571070110425353,0.9987428784370422,false_negative,
Although the story is good and portrayals what I expected of Sam Elliot my DVD copy contained almost unbearable synchronization problems. The dialogue was almost 3 seconds behind the lip movement throughout the whole film.<br /><br />I would therefore be very careful in purchasing any DVD of the film without checking for the problem.<br /><br />I would also follow the recommended censors classifications particularly in relation to language and drug usage.<br /><br />This film could become a silent classic cop movie and with the above cautionary notes I can recommend it to prospective viewers,negative,0,positive,1,0.0013065135572105646,0.9986935257911682,0.9986935257911682,false_positive,
